iter	Logloss
0	0.1015394549
1	0.07705440875
2	0.06585121028
3	0.05959571639
4	0.05432787145
5	0.04870550509
6	0.04491815857
7	0.04202638581
8	0.03832208728
9	0.03706234417
10	0.03562396836
11	0.03467727541
12	0.03359115271
13	0.0320037147
14	0.03087466017
15	0.02918395834
16	0.02867513154
17	0.02864109468
18	0.02764306735
19	0.02701266672
20	0.02633897988
21	0.0258323607
22	0.02523100654
23	0.02504945724
24	0.02455208705
25	0.02377276891
26	0.02338900596
27	0.02320643994
28	0.02209682392
29	0.02209232797
30	0.02195126979
31	0.02136198056
32	0.02061210856
33	0.02049248739
34	0.02036285403
35	0.0199161218
36	0.01929368529
37	0.01905661534
38	0.01882546576
39	0.0182527364
40	0.01821474623
41	0.01782131268
42	0.01749438593
43	0.01728750891
44	0.01722156897
45	0.01715058621
46	0.01689362806
47	0.01665748111
48	0.01598578114
49	0.0159809457
50	0.01580147236
51	0.01571202857
52	0.01561588447
53	0.01543273964
54	0.01520008604
55	0.01519640135
56	0.01503659061
57	0.01464959378
58	0.01389695537
59	0.01357367367
60	0.01342498666
61	0.01340007037
62	0.01326100116
63	0.01324863416
64	0.01289524398
65	0.01281363051
66	0.01253826047
67	0.01226632988
68	0.01225317607
69	0.01218534041
70	0.0118241188
71	0.01142482154
72	0.01137231943
73	0.0111809637
74	0.01099443792
75	0.01095776342
76	0.01093309713
77	0.01074077698
78	0.01052685454
79	0.01027503593
80	0.01023349284
81	0.0101475384
82	0.01013285076
83	0.01000525646
84	0.009887522323
85	0.009858064895
86	0.009803705385
87	0.009782161119
88	0.009647302152
89	0.009629923467
90	0.00960185007
91	0.009571914666
92	0.009320479547
93	0.009260704909
94	0.009095021051
95	0.009094806392
96	0.008822691878
97	0.008707456229
98	0.008621364113
99	0.008621283833
100	0.008621120916
101	0.008593957605
102	0.008435088683
103	0.008372453837
104	0.008372385152
105	0.008278852532
106	0.0081286524
107	0.008128554191
108	0.008128509926
109	0.00812539205
110	0.007980215448
111	0.007809202171
112	0.007692260955
113	0.007481926251
114	0.007254488438
115	0.007114625364
116	0.007068437774
117	0.006954141729
118	0.006954078752
119	0.006950090358
120	0.006937645176
121	0.00689044236
122	0.006858807198
123	0.006691625444
124	0.006690092823
125	0.006659583188
126	0.006632554027
127	0.006613575387
128	0.006569817049
129	0.006517556845
130	0.006335049759
131	0.006250463276
132	0.006245124695
133	0.006242909612
134	0.006222178046
135	0.006203170932
136	0.006173914787
137	0.006065988113
138	0.005987204171
139	0.005903352642
140	0.005866448494
141	0.005793379203
142	0.005755528664
143	0.005734631184
144	0.005677213384
145	0.005643768908
146	0.005604412187
147	0.005528743366
148	0.00547629374
149	0.005411279621
